id,exercicio,variacao,match
1281,Glúteo,Alongamento De Glúteos,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Glúteos Deitado.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolo de Espuma para os Glúteos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Chutes Alternados de Glúteos no Banco.gif;media\exercicios\GIFS ACADEMIA\GLÚTEOS\Glúteo Coice Na Alavanca.gif;media\exercicios\GIFS ACADEMIA\GLÚTEOS\Glúteo Coice Na Máquina De Extensão De Pernas.gif
1282,Panturrilha,Alongamento Da Panturrilha Com Descida,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento da panturrilha agachado.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento da panturrilha com descida do calcanhar.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Panturrilha com Corda.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha com uma perna.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha em passo largo.gif
1284,Panturrilha,Alongamento Da Panturrilha,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento da panturrilha agachado.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento da panturrilha com descida do calcanhar.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Panturrilha com Corda.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha com uma perna.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha em passo largo.gif
1290,Outros,Alongamento Do Peitoral,media\exercicios\GIFS CALISTENIA\Alongamento do peitoral reverso.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do Peitoral até as Costas.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do Peitoral com um Braço em Pé.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do peitoral e do ombro na porta.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do peitoral reverso.gif
1291,Outros,Flexão De Punho,media\exercicios\GIFS CALISTENIA\Flexão de Punho Fechado.gif;media\exercicios\GIFS ACADEMIA\ANTEBRAÇO\Flexão de Punho com Cabo em um Braço no Chão.gif;media\exercicios\GIFS ACADEMIA\ANTEBRAÇO\Flexão de Punho com Halteres.gif;media\exercicios\GIFS ACADEMIA\ANTEBRAÇO\Flexão de Punho Reversa com Anilha.gif;media\exercicios\GIFS ACADEMIA\ANTEBRAÇO\Flexão de Punho Reversa com Barra Sobre um Banco.gif
1295,Outros,Barra Fixa Com Pegada Invertida,media\exercicios\GIFS CALISTENIA\Barra fixa com pegada invertida assistido.gif
1296,Outros,Avanço Sem Peso,media\exercicios\GIFS CALISTENIA\Avanço sem Peso Corporal.gif
1297,Outros,Barra Fixa Com Pegada,media\exercicios\GIFS CALISTENIA\Barra Fixa com Pegada Fechada.gif;media\exercicios\GIFS CALISTENIA\Barra fixa com pegada invertida assistido.gif
1299,Outros,Flexão,media\exercicios\GIFS ABDOMINAIS\Abdominal infra no solo com flexão de joelho.gif;media\exercicios\GIFS ABDOMINAIS\Flexão de Joelho com Bola de Estabilidade.gif;media\exercicios\GIFS ABDOMINAIS\Flexão de Tronco em T.gif;media\exercicios\GIFS ABDOMINAIS\Prancha lateral com flexão do quadril.gif;media\exercicios\GIFS CALISTENIA\Flexão com Toque no Peito.gif
1300,Outros,Bandeira,media\exercicios\GIFS CALISTENIA\Bandeira Humana.gif
1302,Outros,Barra Fixa Com Braços,media\exercicios\GIFS CALISTENIA\Barra fixa com braços alternados.gif
1304,Outros,Flexão De Perna Com Halteres Em Decúbito,media\exercicios\GIFS CALISTENIA\Flexão de Perna com Halteres em Decúbito Dorsal.gif
1313,Outros,Flexão De Braço Na Parede Com Pegada,media\exercicios\GIFS CALISTENIA\Flexão de Braço na Parede com Pegada Fechada.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Braço na Parede com Pegada Fechada.gif
1314,Outros,Flexão De Braço Com Bola Medicinal Com Apoio Em Um Braço,media\exercicios\GIFS CALISTENIA\Flexão de Braço com Bola Medicinal com Apoio em Um Braço.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Braço com Bola Medicinal com Apoio em Um Braço.gif
1315,Agachamento,Agachamento Sissy Ajoelhado Com Peso,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1319,Outros,Flexão De Braços Com Apoio Dos Joelhos,media\exercicios\GIFS CALISTENIA\Flexão de Braços com Apoio dos Joelhos Fechada.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Braços com Apoio dos Joelhos Fechada.gif
1320,Outros,Flexão De Braço Com Uma Perna,media\exercicios\GIFS CALISTENIA\Flexão de Braço com Uma Perna.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Braço com Uma Perna.gif
1321,Outros,Paralelas Entre,media\exercicios\GIFS CALISTENIA\Paralelas entre Cadeiras.gif
1324,Agachamento,Agachamento Pistola,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1325,Outros,Flexão De Braço Declinada Com Bola,media\exercicios\GIFS CALISTENIA\Flexão de Braço Declinada com Bola de Estabilidade.gif;media\exercicios\GIFS CROSSFIT\Flexão de Braço Declinada com Bola de Estabilidade.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Braço Declinada com Bola de Estabilidade.gif
1326,Outros,Flexões De Apoio De Mão,media\exercicios\GIFS CALISTENIA\Flexões de apoio de mão na parede.gif;media\exercicios\GIFS CROSSFIT\Flexões de apoio de mão na parede.gif
1330,Outros,Mergulho,media\exercicios\GIFS CALISTENIA\Mergulho Coreano.gif;media\exercicios\GIFS ACADEMIA\PEITORAL\Mergulho de peito assistido.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Mergulho de tríceps com alavanca.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Mergulho de tríceps.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Mergulhos Assistidos para Tríceps.gif
1331,Outros,Suspensão,media\exercicios\GIFS CALISTENIA\Suspensão Passiva.gif
1333,Outros,Wall Sit Com Inclinação,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Wall Sit com Inclinação de Tronco.gif
1335,Tríceps Francês,Tríceps Francês Em Pé,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês em Pé com Gymstick.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Francês Alternada com Halteres no Banco Inclinado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps francês com barra W acima da cabeça sentado.gif;media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Francês com Halter Bilateral.gif
1346,Agachamento,Salto Na Caixa Para Agachamento,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1349,Agachamento,Agachamento No Banco Com Peso,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1353,Agachamento,Agachamento Dividido,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1358,Outros,Flexão De Braço Com Bola,media\exercicios\GIFS CALISTENIA\Flexão de Braço com Bola Medicinal com Apoio em Um Braço.gif;media\exercicios\GIFS CROSSFIT\Flexão de Braço com Bola de Estabilidade.gif;media\exercicios\GIFS CROSSFIT\Flexão de Braço com Bola Medicinal em Um Braço.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Braço com Bola de Estabilidade.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Braço com Bola Medicinal com Apoio em Um Braço.gif
1359,Agachamento,Agachamento Com Elevação Dos,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1361,Desenvolvimento,Desenvolvimento Militar Atrás Da Cabeça,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
1362,Agachamento,Agachamento Com Chute Lateral E Toque,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1363,Outros,Elevação Com Giro Do Cotovelo Oposto Para O,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Elevação com Giro do Cotovelo Oposto para o Joelho.gif
1366,Outros,Nave Seal,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Nave Seal Burpee.gif
1368,Agachamento,Agachamento Com Faixa Elástica Em,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1373,Outros,Salto Com Halteres,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Salto com halteres dividido.gif
1375,Desenvolvimento,Desenvolvimento Lateral,media\exercicios\GIFS CROSSFIT\Desenvolvimento Arnold com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimento de ombro com kettlebell.gif;media\exercicios\GIFS CROSSFIT\Desenvolvimentos com kettlebell unilateral de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento de ombro unilateral com banda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
1376,Outros,Salto Em Uma Perna Para A,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Salto em Uma Perna para a Frente.gif
1379,Agachamento,Salto Em Agachamento Com Joelhos,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1380,Agachamento,Agachamento Búlgaro Com Peso,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1381,Remada,Remada Unilateral,media\exercicios\GIFS CALISTENIA\Remada com o Peso do Corpo na Porta.gif;media\exercicios\GIFS CROSSFIT\Remada com barra curvada para trás.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada com banda de resistência curvada para deltoides posterior.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada sentada com faixa.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada unilateral com gymstick.gif
1382,Tríceps,Extensão De Tríceps Com Faixas Elá,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de tríceps em pé.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixa Elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
1385,Outros,Cruzado,media\exercicios\GIFS ABDOMINAIS\Abdominal Cruzado.gif;media\exercicios\GIFS ABDOMINAIS\Escalador Cruzado de Montanha.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de ombro com o braço cruzado.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Cruzado de Direita.gif;media\exercicios\GIFS ACADEMIA\PERNAS\Agachamento unilateral cruzado com haltere.gif
1386,Outros,Corda,media\exercicios\GIFS CROSSFIT\Corda de batalha.gif;media\exercicios\GIFS CROSSFIT\Pular Corda.gif;media\exercicios\GIFS CROSSFIT\Subida na Corda sem Pernas.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Panturrilha com Corda.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Corda de batalha.gif
1391,Remada,Remada Com Banda De Resistência Curvada Para Deltoides,media\exercicios\GIFS CALISTENIA\Remada com o Peso do Corpo na Porta.gif;media\exercicios\GIFS CROSSFIT\Remada com barra curvada para trás.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada com banda de resistência curvada para deltoides posterior.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada sentada com faixa.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada unilateral com gymstick.gif
1392,Outros,Gancho,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Gancho de Direita.gif
1396,Tríceps,Extensão De Tríceps Com Elástico Na Posição,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de tríceps em pé.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixa Elástica.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Tríceps Francês com Faixa Elástica Acima da Cabeça.gif
1398,Outros,Cruz De Ferro,media\exercicios\GIFS CROSSFIT\Cruz de ferro com halteres.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Cruz de ferro com halteres.gif
1449,Outros,Flexão De Pernas Na Bola De Estabilidade,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Pernas na Bola de Estabilidade.gif;media\exercicios\GIFS ACADEMIA\PERNAS\Flexão de Pernas na Bola de Estabilidade.gif
1466,L Sit,Wall Sit,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Wall Sit com Inclinação de Tronco.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Wall Sit.gif;media\exercicios\GIFS ACADEMIA\PERNAS\Wall Sit.gif
1468,Outros,Subida No Step Com Elevação De Joelhos,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Subida no Step com Elevação de Joelhos.gif;media\exercicios\GIFS ACADEMIA\PERNAS\Subida no Step com Elevação de Joelhos.gif
1509,Elevação Lateral,Elevação Lateral Alternada Com Halteres,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif;media\exercicios\GIFS ABDOMINAIS\Elevação lateral de joelhos na Barra Fixa.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral alternada com halteres.gif;media\exercicios\GIFS ACADEMIA\OMBROS\Elevação lateral com barra no chão.gif
1547,Agachamento,Agachamento Com Sustentação E Elevação De Panturrilhas,media\exercicios\GIFS CALISTENIA\Agachamento Pistol com TRX.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola com Kettlebell.gif;media\exercicios\GIFS CALISTENIA\Agachamento Pistola na Caixa.gif;media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1567,V Up,V Up Com Bola De Estabilidade,
1635,Outros,Superman,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Superman.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Superman.gif;media\exercicios\GIFS ACADEMIA\ERETORES DA ESPINHA\Superman.gif
1698,Outros,Alongamento Do Peitoral Reverso,media\exercicios\GIFS CALISTENIA\Alongamento do peitoral reverso.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do peitoral reverso.gif
1707,Outros,Flexão De Joelhos,media\exercicios\GIFS CALISTENIA\Flexão de joelhos.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de joelhos.gif
1710,Outros,Flexão De Pernas Com Toalha,media\exercicios\GIFS CALISTENIA\Flexão de pernas com toalha.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de pernas com toalha.gif
1716,Outros,Flexão De Parede,media\exercicios\GIFS CALISTENIA\Flexão de Parede.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Parede.gif
1718,Outros,Flexão De Braço Na Parede Com Pegada Fechada,media\exercicios\GIFS CALISTENIA\Flexão de Braço na Parede com Pegada Fechada.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Braço na Parede com Pegada Fechada.gif
1720,Outros,Flexão De Braços Com Apoio Dos Joelhos Fechada,media\exercicios\GIFS CALISTENIA\Flexão de Braços com Apoio dos Joelhos Fechada.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Braços com Apoio dos Joelhos Fechada.gif
1727,Outros,Flexão De Braço Declinada Com Bola De Estabilidade,media\exercicios\GIFS CALISTENIA\Flexão de Braço Declinada com Bola de Estabilidade.gif;media\exercicios\GIFS CROSSFIT\Flexão de Braço Declinada com Bola de Estabilidade.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Braço Declinada com Bola de Estabilidade.gif
1851,Alongamento,Alongamento Dos Isquiotibiais Em Pé,media\exercicios\GIFS CALISTENIA\Alongamento do peitoral reverso.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\adução de pernas (alongamento do adutor maior).gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento assistido reverso (peitoral e ombro).gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento Borboleta.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento com PVC na Posição Frontal de Rack.gif
1874,Alongamento,Alongamento Do Peitoral Reverso,media\exercicios\GIFS CALISTENIA\Alongamento do peitoral reverso.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\adução de pernas (alongamento do adutor maior).gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento assistido reverso (peitoral e ombro).gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento Borboleta.gif;media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento com PVC na Posição Frontal de Rack.gif
1880,Wall Sit,Wall Sit,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Wall Sit com Inclinação de Tronco.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Wall Sit.gif;media\exercicios\GIFS ACADEMIA\PERNAS\Wall Sit.gif
1930,Superman,Superman,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Superman.gif;media\exercicios\GIFS TREINAMENTO FUNCIONAL\Superman.gif;media\exercicios\GIFS ACADEMIA\ERETORES DA ESPINHA\Superman.gif
1934,Step Up,Subida No Step Com Elevação De Joelhos,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Subida no Step com Elevação de Joelhos.gif;media\exercicios\GIFS ACADEMIA\PERNAS\Subida no Step com Elevação de Joelhos.gif
