id,exercicio,variacao,busca,arquivo,score,status
1231,Outros,Alongamentos De Pés E,Outros Alongamentos De Pés E,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamentos de pés e tornozelos.gif,0.7,SEM_MATCH
1232,Outros,Alongamento Dos Adutores,Outros Alongamento Dos Adutores,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos adutores sentado.gif,0.7619,SEM_MATCH
1233,Outros,Rolagem De Espuma Para,Outros Rolagem De Espuma Para,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolagem de espuma para isquiotibiais.gif,0.6769,SEM_MATCH
1234,Outros,Alongamento Dos Adutores Em Posição Sentada Com Pernas,Outros Alongamento Dos Adutores Em Posição Sentada Com Pernas,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos Adutores em Posição Sentada com Pernas Abertas.gif,0.878,MATCH
1235,Outros,Rotação De Pé E,Outros Rotação De Pé E,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rotação em Pé.gif,0.6857,SEM_MATCH
1236,Outros,Deslize De Parede Do Serrátil Com Rolo,Outros Deslize De Parede Do Serrátil Com Rolo,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Deslize de parede do serrátil com rolo de espuma.gif,0.8172,SEM_MATCH
1238,Outros,Alongamento Do Trato Iliotibial Com Rolo,Outros Alongamento Do Trato Iliotibial Com Rolo,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do trato iliotibial com rolo de espuma.gif,0.8247,SEM_MATCH
1240,Outros,Alongamento Do Manguito,Outros Alongamento Do Manguito,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do manguito rotador.gif,0.7541,SEM_MATCH
1243,Outros,Rolamento De Espuma Nos,Outros Rolamento De Espuma Nos,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolamento de espuma nas costas.gif,0.7667,SEM_MATCH
1244,Outros,Alongamento Do Peito Com Rolo,Outros Alongamento Do Peito Com Rolo,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do peito com rolo de espuma.gif,0.7733,SEM_MATCH
1246,Outros,Alongamento Dos Isquiotibiais,Outros Alongamento Dos Isquiotibiais,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos isquiotibiais em pé.gif,0.8169,SEM_MATCH
1248,Outros,Alongamento Do Tibial,Outros Alongamento Do Tibial,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do tibial posterior.gif,0.7119,SEM_MATCH
1249,Outros,Alongamento Dos Adutores Da Coxa Com Rolo,Outros Alongamento Dos Adutores Da Coxa Com Rolo,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos adutores da coxa com rolo de espuma.gif,0.8283,SEM_MATCH
1250,Outros,Alongamento De Quadríceps Em Quatro,Outros Alongamento De Quadríceps Em Quatro,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Quadríceps em Quatro Apoios.gif,0.8333,SEM_MATCH
1251,Outros,Rolamento De Espuma Nas,Outros Rolamento De Espuma Nas,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Rolamento de espuma nas costas.gif,0.7667,SEM_MATCH
1254,Outros,Alongamento Dos Adutores Com A Perna Estendida,Outros Alongamento Dos Adutores Com A Perna Estendida,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos Adutores com a Perna Estendida ajoelhado.gif,0.844,SEM_MATCH
1260,Outros,Alongamento Dinâmico,Outros Alongamento Dinâmico,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Dinâmico do Peitoral.gif,0.678,SEM_MATCH
1261,Outros,Alongamento Dos Isquiotibiais Em Pé,Outros Alongamento Dos Isquiotibiais Em Pé,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos isquiotibiais em pé.gif,0.9091,MATCH
1262,Outros,Alongamento Do Piriforme,Outros Alongamento Do Piriforme,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento Piriforme.gif,0.8077,SEM_MATCH
1263,Outros,Alongamento Do Gastrocnêmio Com Joelho,Outros Alongamento Do Gastrocnêmio Com Joelho,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do Gastrocnêmio com Joelho Flexionado.gif,0.8085,SEM_MATCH
1264,Outros,Alongamento Dos Isquiotibiais Em Pé Com A Perna,Outros Alongamento Dos Isquiotibiais Em Pé Com A Perna,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos isquiotibiais em pé com a perna cruzada.gif,0.8624,MATCH
1265,Outros,Alongamento Do Ombro,Outros Alongamento Do Ombro,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento do ombro com toalha.gif,0.6897,SEM_MATCH
1267,Panturrilha,Alongamento De Panturrilha,Panturrilha Alongamento De Panturrilha,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Panturrilha com Corda.gif,0.7027,SEM_MATCH
1271,Outros,Alongamento De Quadríceps,Outros Alongamento De Quadríceps,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento em Pé dos Quadríceps.gif,0.75,SEM_MATCH
1272,Outros,Alongamento De Isquiotibiais,Outros Alongamento De Isquiotibiais,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Isquiotibiais em Pé.gif,0.8116,SEM_MATCH
1274,Outros,Alongamento De Ombro Com O Braço,Outros Alongamento De Ombro Com O Braço,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de ombro com o braço cruzado.gif,0.8101,SEM_MATCH
1276,Outros,Catavento,Outros Catavento,BÍCEPS/Rosca martelo.gif,0.5517,SEM_MATCH
1278,Outros,Alongamento Da Parte Superior Das,Outros Alongamento Da Parte Superior Das,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento da parte superior das costas.gif,0.825,SEM_MATCH
1279,Outros,Alongamento Das Costas Com Rolo,Outros Alongamento Das Costas Com Rolo,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento das Costas com Rolo de Espuma.gif,0.7848,SEM_MATCH
1281,Glúteo,Alongamento De Glúteos,Glúteo Alongamento De Glúteos,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Glúteos Deitado.gif,0.7458,SEM_MATCH
1282,Panturrilha,Alongamento Da Panturrilha Com Descida,Panturrilha Alongamento Da Panturrilha Com Descida,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento de Panturrilha com Corda.gif,0.7674,SEM_MATCH
1284,Panturrilha,Alongamento Da Panturrilha,Panturrilha Alongamento Da Panturrilha,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento da panturrilha agachado.gif,0.7123,SEM_MATCH
1290,Outros,Alongamento Do Peitoral,Outros Alongamento Do Peitoral,GIFS CALISTENIA/Alongamento do peitoral reverso.gif,0.7541,SEM_MATCH
1291,Outros,Flexão De Punho,Outros Flexão De Punho,GIFS CALISTENIA/Flexão de Punho Fechado.gif,0.6667,SEM_MATCH
1293,Outros,Flexão De Diamante,Outros Flexão De Diamante,GIFS CALISTENIA/Flexão de diamante de joelhos.gif,0.6667,SEM_MATCH
1295,Outros,Barra Fixa Com Pegada Invertida,Outros Barra Fixa Com Pegada Invertida,GIFS CALISTENIA/Barra fixa com pegada invertida assistido.gif,0.7848,SEM_MATCH
1296,Outros,Avanço Sem Peso,Outros Avanço Sem Peso,GIFS CALISTENIA/Avanço sem Peso Corporal.gif,0.6522,SEM_MATCH
1297,Outros,Barra Fixa Com Pegada,Outros Barra Fixa Com Pegada,GIFS CALISTENIA/Barra Fixa com Pegada Fechada.gif,0.7368,SEM_MATCH
1299,Outros,Flexão,Outros Flexão,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Dorsiflexão plantar.gif,0.5625,SEM_MATCH
1300,Outros,Bandeira,Outros Bandeira,GIFS ABDOMINAIS/Tesoura deitada.gif,0.5333,SEM_MATCH
1302,Outros,Barra Fixa Com Braços,Outros Barra Fixa Com Braços,GIFS CALISTENIA/Barra fixa com Arco.gif,0.766,SEM_MATCH
1304,Outros,Flexão De Perna Com Halteres Em Decúbito,Outros Flexão De Perna Com Halteres Em Decúbito,GIFS CALISTENIA/Flexão de Perna com Halteres em Decúbito Dorsal.gif,0.8511,MATCH
1313,Outros,Flexão De Braço Na Parede Com Pegada,Outros Flexão De Braço Na Parede Com Pegada,GIFS CALISTENIA/Flexão de Braço na Parede com Pegada Fechada.gif,0.8276,SEM_MATCH
1314,Outros,Flexão De Braço Com Bola Medicinal Com Apoio Em Um Braço,Outros Flexão De Braço Com Bola Medicinal Com Apoio Em Um Braço,GIFS CALISTENIA/Flexão de Braço com Bola Medicinal com Apoio em Um Braço.gif,0.9412,MATCH
1315,Agachamento,Agachamento Sissy Ajoelhado Com Peso,Agachamento Agachamento Sissy Ajoelhado Com Peso,GIFS CALISTENIA/Agachamento Sissy ajoelhado com Peso Corporal.gif,0.7742,SEM_MATCH
1319,Outros,Flexão De Braços Com Apoio Dos Joelhos,Outros Flexão De Braços Com Apoio Dos Joelhos,GIFS CALISTENIA/Flexão de Braços com Apoio dos Joelhos Fechada.gif,0.8352,SEM_MATCH
1320,Outros,Flexão De Braço Com Uma Perna,Outros Flexão De Braço Com Uma Perna,GIFS CALISTENIA/Flexão de Braço com Uma Perna.gif,0.8923,MATCH
1321,Outros,Paralelas Entre,Outros Paralelas Entre,GIFS CALISTENIA/Paralelas entre Cadeiras.gif,0.6522,SEM_MATCH
1324,Agachamento,Agachamento Pistola,Agachamento Agachamento Pistola,PERNAS/Agachamento no Smith.gif,0.6667,SEM_MATCH
1325,Outros,Flexão De Braço Declinada Com Bola,Outros Flexão De Braço Declinada Com Bola,GIFS CALISTENIA/Flexão de Braço Declinada com Bola de Estabilidade.gif,0.7473,SEM_MATCH
1326,Outros,Flexões De Apoio De Mão,Outros Flexões De Apoio De Mão,GIFS CALISTENIA/Flexões de apoio de mão na parede.gif,0.7302,SEM_MATCH
1330,Outros,Mergulho,Outros Mergulho,BÍCEPS/Rosca martelo.gif,0.5714,SEM_MATCH
1331,Outros,Suspensão,Outros Suspensão,GIFS ABDOMINAIS/Torção russa.gif,0.5714,SEM_MATCH
1333,Outros,Wall Sit Com Inclinação,Outros Wall Sit Com Inclinação,GIFS TREINAMENTO FUNCIONAL/Wall Sit com Inclinação de Tronco.gif,0.7302,SEM_MATCH
1335,Tríceps Francês,Tríceps Francês Em Pé,Tríceps Francês Tríceps Francês Em Pé,TRÍCEPS/Tríceps francês unilateral no cabo.gif,0.6197,SEM_MATCH
1346,Agachamento,Salto Na Caixa Para Agachamento,Agachamento Salto Na Caixa Para Agachamento,GIFS TREINAMENTO FUNCIONAL/Salto na Caixa para Agachamento Pistola.gif,0.7561,SEM_MATCH
1349,Agachamento,Agachamento No Banco Com Peso,Agachamento Agachamento No Banco Com Peso,GIFS TREINAMENTO FUNCIONAL/Agachamento no Banco com Peso Corporal.gif,0.7342,SEM_MATCH
1353,Agachamento,Agachamento Dividido,Agachamento Agachamento Dividido,GIFS TREINAMENTO FUNCIONAL/Agachamento Dividido Profundo.gif,0.6557,SEM_MATCH
1358,Outros,Flexão De Braço Com Bola,Outros Flexão De Braço Com Bola,GIFS CALISTENIA/Flexão de braço com palmas.gif,0.7719,SEM_MATCH
1359,Agachamento,Agachamento Com Elevação Dos,Agachamento Agachamento Com Elevação Dos,GIFS TREINAMENTO FUNCIONAL/Agachamento com Elevação dos Joelhos.gif,0.7368,SEM_MATCH
1361,Desenvolvimento,Desenvolvimento Militar Atrás Da Cabeça,Desenvolvimento Desenvolvimento Militar Atrás Da Cabeça,GIFS TREINAMENTO FUNCIONAL/Desenvolvimento militar atrás da cabeça com gymstick.gif,0.729,SEM_MATCH
1362,Agachamento,Agachamento Com Chute Lateral E Toque,Agachamento Agachamento Com Chute Lateral E Toque,GIFS TREINAMENTO FUNCIONAL/Agachamento com Chute Lateral e Toque no Calcanhar.gif,0.7475,SEM_MATCH
1363,Outros,Elevação Com Giro Do Cotovelo Oposto Para O,Outros Elevação Com Giro Do Cotovelo Oposto Para O,GIFS TREINAMENTO FUNCIONAL/Elevação com Giro do Cotovelo Oposto para o Joelho.gif,0.86,MATCH
1366,Outros,Nave Seal,Outros Nave Seal,GIFS TREINAMENTO FUNCIONAL/Nave Seal Burpee.gif,0.5625,SEM_MATCH
1368,Agachamento,Agachamento Com Faixa Elástica Em,Agachamento Agachamento Com Faixa Elástica Em,GIFS TREINAMENTO FUNCIONAL/Agachamento com Faixa Elástica em Afundo.gif,0.7765,SEM_MATCH
1373,Outros,Salto Com Halteres,Outros Salto Com Halteres,BÍCEPS/Rosca bíceps alta com halteres.gif,0.7636,SEM_MATCH
1375,Desenvolvimento,Desenvolvimento Lateral,Desenvolvimento Desenvolvimento Lateral,GIFS TREINAMENTO FUNCIONAL/Desenvolvimento de ombro unilateral com banda.gif,0.6905,SEM_MATCH
1376,Outros,Salto Em Uma Perna Para A,Outros Salto Em Uma Perna Para A,GIFS TREINAMENTO FUNCIONAL/Salto em Uma Perna para a Frente.gif,0.7812,SEM_MATCH
1379,Agachamento,Salto Em Agachamento Com Joelhos,Agachamento Salto Em Agachamento Com Joelhos,GIFS TREINAMENTO FUNCIONAL/Salto em Agachamento com Joelhos Flexionados.gif,0.7273,SEM_MATCH
1380,Agachamento,Agachamento Búlgaro Com Peso,Agachamento Agachamento Búlgaro Com Peso,GIFS TREINAMENTO FUNCIONAL/Agachamento búlgaro com salto.gif,0.7536,SEM_MATCH
1381,Remada,Remada Unilateral,Remada Remada Unilateral,COSTAS/Remada Unilateral com Cabo.gif,0.68,SEM_MATCH
1382,Tríceps,Extensão De Tríceps Com Faixas Elá,Tríceps Extensão De Tríceps Com Faixas Elá,GIFS TREINAMENTO FUNCIONAL/Extensão de Tríceps com Faixas Elásticas.gif,0.8293,SEM_MATCH
1385,Outros,Cruzado,Outros Cruzado,GIFS ABDOMINAIS/Abdominal Cruzado.gif,0.5806,SEM_MATCH
1386,Outros,Corda,Outros Corda,TRÍCEPS/Tríceps pulley corda.gif,0.5625,SEM_MATCH
1391,Remada,Remada Com Banda De Resistência Curvada Para Deltoides,Remada Remada Com Banda De Resistência Curvada Para Deltoides,GIFS TREINAMENTO FUNCIONAL/Remada com banda de resistência curvada para deltoides posterior.gif,0.864,MATCH
1392,Outros,Gancho,Outros Gancho,TRÍCEPS/Tríceps no Banco.gif,0.5517,SEM_MATCH
1396,Tríceps,Extensão De Tríceps Com Elástico Na Posição,Tríceps Extensão De Tríceps Com Elástico Na Posição,GIFS TREINAMENTO FUNCIONAL/Extensão de tríceps com elástico na posição horizontal.gif,0.819,SEM_MATCH
1398,Outros,Cruz De Ferro,Outros Cruz De Ferro,GIFS TREINAMENTO FUNCIONAL/Cruz de ferro com halteres.gif,0.5652,SEM_MATCH
1449,Outros,Flexão De Pernas Na Bola De Estabilidade,Outros Flexão De Pernas Na Bola De Estabilidade,GIFS TREINAMENTO FUNCIONAL/Flexão de Pernas na Bola de Estabilidade.gif,0.9195,MATCH
1466,L Sit,Wall Sit,L Sit Wall Sit,GIFS TREINAMENTO FUNCIONAL/Wall Sit.gif,0.7273,SEM_MATCH
1468,Outros,Subida No Step Com Elevação De Joelhos,Outros Subida No Step Com Elevação De Joelhos,GIFS TREINAMENTO FUNCIONAL/Subida no Step com Elevação de Joelhos.gif,0.9157,MATCH
1509,Elevação Lateral,Elevação Lateral Alternada Com Halteres,Elevação Lateral Elevação Lateral Alternada Com Halteres,GIFS ABDOMINAIS/Elevação Lateral Alternada com Halteres.gif,0.8211,SEM_MATCH
1547,Agachamento,Agachamento Com Sustentação E Elevação De Panturrilhas,Agachamento Agachamento Com Sustentação E Elevação De Panturrilhas,GIFS TREINAMENTO FUNCIONAL/Agachamento com Sustentação e Elevação de Panturrilhas.gif,0.9,MATCH
1567,V Up,V Up Com Bola De Estabilidade,V Up V Up Com Bola De Estabilidade,GIFS ABDOMINAIS/V-Up com Bola de Estabilidade.gif,0.9206,MATCH
1635,Outros,Superman,Outros Superman,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Superman.gif,0.6957,SEM_MATCH
1698,Outros,Alongamento Do Peitoral Reverso,Outros Alongamento Do Peitoral Reverso,GIFS CALISTENIA/Alongamento do peitoral reverso.gif,0.8986,MATCH
1707,Outros,Flexão De Joelhos,Outros Flexão De Joelhos,GIFS CALISTENIA/Flexão de joelhos.gif,0.8293,SEM_MATCH
1710,Outros,Flexão De Pernas Com Toalha,Outros Flexão De Pernas Com Toalha,GIFS CALISTENIA/Flexão de pernas com toalha.gif,0.8852,MATCH
1716,Outros,Flexão De Parede,Outros Flexão De Parede,GIFS CALISTENIA/Flexão de Parede.gif,0.8205,SEM_MATCH
1718,Outros,Flexão De Braço Na Parede Com Pegada Fechada,Outros Flexão De Braço Na Parede Com Pegada Fechada,GIFS CALISTENIA/Flexão de Braço na Parede com Pegada Fechada.gif,0.9263,MATCH
1720,Outros,Flexão De Braços Com Apoio Dos Joelhos Fechada,Outros Flexão De Braços Com Apoio Dos Joelhos Fechada,GIFS CALISTENIA/Flexão de Braços com Apoio dos Joelhos Fechada.gif,0.9293,MATCH
1727,Outros,Flexão De Braço Declinada Com Bola De Estabilidade,Outros Flexão De Braço Declinada Com Bola De Estabilidade,GIFS CALISTENIA/Flexão de Braço Declinada com Bola de Estabilidade.gif,0.9346,MATCH
1851,Alongamento,Alongamento Dos Isquiotibiais Em Pé,Alongamento Alongamento Dos Isquiotibiais Em Pé,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Alongamento dos isquiotibiais em pé.gif,0.8537,MATCH
1874,Alongamento,Alongamento Do Peitoral Reverso,Alongamento Alongamento Do Peitoral Reverso,GIFS CALISTENIA/Alongamento do peitoral reverso.gif,0.8378,SEM_MATCH
1880,Wall Sit,Wall Sit,Wall Sit Wall Sit,GIFS TREINAMENTO FUNCIONAL/Wall Sit.gif,0.64,SEM_MATCH
1930,Superman,Superman,Superman Superman,GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO/Superman.gif,0.64,SEM_MATCH
1934,Step Up,Subida No Step Com Elevação De Joelhos,Step Up Subida No Step Com Elevação De Joelhos,GIFS TREINAMENTO FUNCIONAL/Subida no Step com Elevação de Joelhos.gif,0.9048,MATCH
