id,exercicio,variacao,score,gif_sugerido
1106,Outros,Extensão Com Roda,70.83333333333333,media\exercicios\GIFS ACADEMIA\ERETORES DA ESPINHA\Extensão Lombar com Peso.gif
1107,Outros,Levantamento De Quadril Com Pernas Elevadas Em Banco,85.9504132231405,media\exercicios\GIFS ABDOMINAIS\Levantamento de quadril com pernas elevadas em banco inclinado.gif
1109,Outros,Posição,66.66666666666667,media\exercicios\GIFS ABDOMINAIS\Posição do Barco.gif
1111,Abdominal,Máquina De Abdominal,81.35593220338984,media\exercicios\GIFS ABDOMINAIS\Máquina de abdominal completo.gif
1113,Outros,Inclinação Lateral Em Pé,87.27272727272728,media\exercicios\GIFS ABDOMINAIS\Inclinação Lateral em Pé.gif
1116,Outros,Máquina De Abdominais,84.21052631578947,media\exercicios\GIFS ABDOMINAIS\Máquina de Abdominais Sentado.gif
1117,Abdominal,Máquina Abdominal,76.92307692307692,media\exercicios\GIFS ABDOMINAIS\Máquina Abdominal Coaster.gif
1121,Outros,Inclinação Lateral Com Peso Em Bola,75.26881720430107,media\exercicios\GIFS ABDOMINAIS\Inclinação Lateral com Peso em Bola de Estabilidade.gif
1122,Abdominal,Exercício De Vácuo Abdominal Em Quatro,90.32258064516128,media\exercicios\GIFS ABDOMINAIS\Exercício de vácuo abdominal em quatro apoios.gif
1124,Abdominal,Abdominal Infra No Solo Com Flexão,77.77777777777779,media\exercicios\GIFS ABDOMINAIS\Abdominal com Rolo Abdominal.gif
1127,Outros,Encolhimento,76.92307692307692,media\exercicios\GIFS ABDOMINAIS\Encolhimento Reverso.gif
1128,Outros,Flexão De Joelho Com Bola,71.05263157894737,media\exercicios\GIFS ABDOMINAIS\Abdominal infra no solo com flexão de joelho.gif
1129,Puxada,Elevação De Joelhos Com Puxada,85.71428571428572,media\exercicios\GIFS ABDOMINAIS\Elevação de Joelhos com Puxada de Pernas.gif
1134,Abdominal,Abdominal,80.85106382978724,media\exercicios\GIFS ABDOMINAIS\Abdominal com Rolo Abdominal.gif
1136,Outros,Elevação Em V,73.91304347826086,media\exercicios\GIFS ABDOMINAIS\Elevação em V com Halteres.gif
1137,Outros,Giro Com Barra Na Máquina,75.75757575757575,media\exercicios\GIFS ABDOMINAIS\Giro com Barra na Máquina Landmine.gif
1138,Outros,Escalador Cruzado,75.47169811320755,media\exercicios\GIFS ABDOMINAIS\Escalador Cruzado de Montanha.gif
1142,Outros,Arremesso Com Torção Russa Da Bola,84.0909090909091,media\exercicios\GIFS ABDOMINAIS\Arremesso com Torção Russa da Bola com Parceiro.gif
1145,Outros,Exercício,75.0,media\exercicios\GIFS ABDOMINAIS\Exercício Teaser.gif
1148,Abdominal,Abdominal Lateral No Banco,81.25,media\exercicios\GIFS ABDOMINAIS\Abdominal com Rolo Abdominal.gif
1150,Prancha,Chutes No Prancha,73.07692307692308,media\exercicios\GIFS ABDOMINAIS\Chutes no Prancha Invertida.gif
1151,Outros,Elevação Alternada,79.24528301886792,media\exercicios\GIFS ABDOMINAIS\Elevação Alternada de Pernas.gif
1152,Outros,Chutes Alternados,84.0,media\exercicios\GIFS ABDOMINAIS\Chutes Alternados Sentados.gif
1153,Abdominal,Abdominal Com Rolo,100.0,media\exercicios\GIFS ABDOMINAIS\Abdominal com Rolo Abdominal.gif
1155,Outros,Abdução De Quadril No Apoio,81.15942028985508,media\exercicios\GIFS ABDOMINAIS\Abdução de quadril no apoio lateral.gif
1156,Abdominal,Abdominal Com Giro,92.85714285714286,media\exercicios\GIFS ABDOMINAIS\Abdominal com Rolo Abdominal.gif
1158,Outros,Elevação De Perna,80.95238095238095,media\exercicios\GIFS ABDOMINAIS\Elevação de Pernas.gif
1167,Outros,Inclinação,74.28571428571429,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Inclinação Lateral.gif
1168,Outros,Levantamento De Braço Apoiado,82.66666666666667,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Levantamento de braço apoiado na parede.gif
1172,Outros,Postura Da Virilha,70.58823529411764,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Postura da Virilha Sentada.gif
1174,Outros,Postura Da Cobra - Alongamento,77.92207792207793,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Postura da Cobra - Alongamento Abdominal.gif
1175,Outros,Exercício De Bailarina,81.35593220338984,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Exercício de bailarina sentada.gif
1178,Outros,Torção Oblíqua,74.4186046511628,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Torção Oblíqua Sentada.gif
1186,Outros,Rotação Espinhal,68.08510638297872,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação espinhal deitado.gif
1188,Outros,Alongamento Do Peito E Parte Frontal Dos,95.74468085106383,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do Peito e Parte Frontal dos Ombros.gif
1189,Outros,Toque Nos Dedos Dos Pés,81.35593220338984,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Toque nos Dedos dos Pés em Pé.gif
1190,Outros,Rotação Para Trás,80.76923076923077,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação para trás de joelhos.gif
1193,Outros,Exercício De Retração Escapular,80.51948051948052,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Exercício de retração escapular sentada.gif
1196,Outros,Rotação Externa Do Ombro Deitado,77.10843373493977,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação externa do ombro deitado com haltere.gif
1199,Outros,Rotação Do Corpo Superior,83.07692307692307,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação do corpo superior deitado.gif
1201,Outros,Rotação Da Coluna Torácica,85.71428571428572,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação da coluna torácica de joelhos.gif
1202,Outros,Dorsiflexão,75.67567567567568,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Dorsiflexão plantar.gif
1203,Elevação Lateral,Elevação Lateral De Deltóide Posterior,83.01886792452831,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Elevação lateral de deltóide posterior com halteres.gif
1204,Outros,Rotação Externa Com Cabo Em Posição,88.63636363636364,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação externa com cabo em posição de joelhos.gif
1206,Outros,Quadrúpede Com Elevação De Braço E Perna,79.20792079207921,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Quadrúpede com elevação de braço e perna contralateral.gif
1208,Outros,Rolo De Espuma Para Ombro E Peito,83.9506172839506,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolo de espuma para ombro e peito frontal.gif
1209,Outros,Contração,55.81395348837209,media\exercicios\GIFS ABDOMINAIS\Torção com Tronco Inclinado.gif
1210,Outros,Rolo De Espuma Para Fascite,81.15942028985508,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolo de espuma para fascite plantar.gif
1211,Outros,Rolo De Espuma Ombro,87.71929824561404,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolo de espuma ombro posterior.gif
1212,Outros,Rolamento De Espuma Para,82.35294117647058,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolamento de Espuma para Panturrilhas.gif
1213,Outros,Alongamento Em Círculos Nos,91.17647058823529,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento em Círculos nos Punhos.gif
1217,Outros,Alongamento Dos Ombros Por Trás Das,83.33333333333334,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos ombros por trás das costas.gif
1220,Panturrilha,Alongamento Sentado Para A Panturrilha Com Perna,88.88888888888889,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento Sentado para a Panturrilha com Perna Esticada.gif
1225,Outros,Alongamento,76.92307692307692,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento Borboleta.gif
1226,Outros,Alongamento Dos Flexores Do Quadril Em Posição,89.90825688073394,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos flexores do quadril em posição de joelho.gif
1227,Outros,Alongamento Do Peitoral Até As,83.78378378378379,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do Peitoral até as Costas.gif
1228,Outros,Alongamento Dos Flexores De Quadril,80.45977011494253,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos flexores de quadril ajoelhado.gif
1231,Outros,Alongamentos De Pés E,77.41935483870968,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de ombro reverso em pé.gif
1232,Outros,Alongamento Dos Adutores,85.71428571428572,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos adutores sentado.gif
1233,Outros,Rolagem De Espuma Para,80.0,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolagem de espuma para isquiotibiais.gif
1234,Outros,Alongamento Dos Adutores Em Posição Sentada Com Pernas,87.8048780487805,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos Adutores em Posição Sentada com Pernas Abertas.gif
1235,Outros,Rotação De Pé E,68.57142857142857,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rotação em Pé.gif
1236,Outros,Deslize De Parede Do Serrátil Com Rolo,86.02150537634408,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Deslize de parede do serrátil com rolo de espuma.gif
1238,Outros,Alongamento Do Trato Iliotibial Com Rolo,82.4742268041237,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do trato iliotibial com rolo de espuma.gif
1240,Outros,Alongamento Do Manguito,88.52459016393442,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do manguito rotador.gif
1243,Outros,Rolamento De Espuma Nos,84.375,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolamento de espuma nos quadríceps.gif
1244,Outros,Alongamento Do Peito Com Rolo,82.66666666666667,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do peito com rolo de espuma.gif
1246,Outros,Alongamento Dos Isquiotibiais,87.67123287671232,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos Isquiotibiais Sentado.gif
1248,Outros,Alongamento Do Tibial,88.13559322033898,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do tibial posterior.gif
1249,Outros,Alongamento Dos Adutores Da Coxa Com Rolo,86.86868686868688,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos adutores da coxa com rolo de espuma.gif
1250,Outros,Alongamento De Quadríceps Em Quatro,83.33333333333334,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Quadríceps em Quatro Apoios.gif
1251,Outros,Rolamento De Espuma Nas,81.25,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Rolamento de espuma nos quadríceps.gif
1254,Outros,Alongamento Dos Adutores Com A Perna Estendida,84.40366972477065,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos Adutores com a Perna Estendida ajoelhado.gif
1260,Outros,Alongamento Dinâmico,81.35593220338984,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento Dinâmico do Peitoral.gif
1261,Outros,Alongamento Dos Isquiotibiais Em Pé,90.9090909090909,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos isquiotibiais em pé.gif
1262,Outros,Alongamento Do Piriforme,80.76923076923077,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento Piriforme.gif
1263,Outros,Alongamento Do Gastrocnêmio Com Joelho,80.85106382978724,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do Gastrocnêmio com Joelho Flexionado.gif
1264,Outros,Alongamento Dos Isquiotibiais Em Pé Com A Perna,86.23853211009174,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos isquiotibiais em pé com a perna cruzada.gif
1265,Outros,Alongamento Do Ombro,79.3103448275862,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento do ombro com toalha.gif
1267,Panturrilha,Alongamento De Panturrilha,81.08108108108108,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha na parede.gif
1271,Outros,Alongamento De Quadríceps,81.25,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento em Pé dos Quadríceps.gif
1272,Outros,Alongamento De Isquiotibiais,84.05797101449275,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Isquiotibiais em Pé.gif
1274,Outros,Alongamento De Ombro Com O Braço,81.0126582278481,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de ombro com o braço cruzado.gif
1276,Outros,Catavento,76.47058823529412,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Catavento corporal.gif
1278,Outros,Alongamento Da Parte Superior Das,82.5,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento da parte superior das costas.gif
1279,Outros,Alongamento Das Costas Com Rolo,83.54430379746836,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento das Costas com Rolo de Espuma.gif
1281,Glúteo,Alongamento De Glúteos,84.7457627118644,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de Glúteos Deitado.gif
1282,Panturrilha,Alongamento Da Panturrilha Com Descida,77.77777777777779,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha com uma perna.gif
1284,Panturrilha,Alongamento Da Panturrilha,81.08108108108108,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento de panturrilha na parede.gif
1290,Outros,Alongamento Do Peitoral,80.64516129032258,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento Dinâmico do Peitoral.gif
1291,Outros,Flexão De Punho,76.0,media\exercicios\GIFS ACADEMIA\ANTEBRAÇO\Flexão de Punho com Halteres.gif
1295,Outros,Barra Fixa Com Pegada Invertida,78.48101265822784,media\exercicios\GIFS CALISTENIA\Barra fixa com pegada invertida assistido.gif
1296,Outros,Avanço Sem Peso,82.6086956521739,media\exercicios\GIFS CALISTENIA\Avanço sem Peso Corporal.gif
1297,Outros,Barra Fixa Com Pegada,73.6842105263158,media\exercicios\GIFS CALISTENIA\Barra Fixa com Pegada Fechada.gif
1299,Outros,Flexão,66.66666666666667,media\exercicios\GIFS CALISTENIA\Flexão de joelhos.gif
1300,Outros,Bandeira,66.66666666666667,media\exercicios\GIFS CALISTENIA\Bandeira Humana.gif
1302,Outros,Barra Fixa Com Braços,72.34042553191489,media\exercicios\GIFS CALISTENIA\Barra Fixa com Giro.gif
1304,Outros,Flexão De Perna Com Halteres Em Decúbito,85.1063829787234,media\exercicios\GIFS CALISTENIA\Flexão de Perna com Halteres em Decúbito Dorsal.gif
1313,Outros,Flexão De Braço Na Parede Com Pegada,82.75862068965517,media\exercicios\GIFS CALISTENIA\Flexão de Braço na Parede com Pegada Fechada.gif
1314,Outros,Flexão De Braço Com Bola Medicinal Com Apoio Em Um Braço,94.11764705882352,media\exercicios\GIFS CALISTENIA\Flexão de Braço com Bola Medicinal com Apoio em Um Braço.gif
1315,Agachamento,Agachamento Sissy Ajoelhado Com Peso,77.41935483870968,media\exercicios\GIFS CALISTENIA\Agachamento Sissy ajoelhado com Peso Corporal.gif
1319,Outros,Flexão De Braços Com Apoio Dos Joelhos,83.51648351648352,media\exercicios\GIFS CALISTENIA\Flexão de Braços com Apoio dos Joelhos Fechada.gif
1320,Outros,Flexão De Braço Com Uma Perna,89.23076923076923,media\exercicios\GIFS CALISTENIA\Flexão de Braço com Uma Perna.gif
1321,Outros,Paralelas Entre,65.21739130434783,media\exercicios\GIFS CALISTENIA\Paralelas entre Cadeiras.gif
1324,Agachamento,Agachamento Pistola,79.3103448275862,media\exercicios\GIFS CALISTENIA\Agachamento Pistola Apoiado.gif
1325,Outros,Flexão De Braço Declinada Com Bola,76.54320987654322,media\exercicios\GIFS CROSSFIT\Flexão de Braço com Bola de Estabilidade.gif
1326,Outros,Flexões De Apoio De Mão,79.36507936507937,media\exercicios\GIFS CALISTENIA\Flexões de apoio de mão na parede.gif
1330,Outros,Mergulho,70.58823529411764,media\exercicios\GIFS ACADEMIA\TRÍCEPS\Mergulho de tríceps.gif
1331,Outros,Suspensão,66.66666666666667,media\exercicios\GIFS CALISTENIA\Suspensão Passiva.gif
1333,Outros,Wall Sit Com Inclinação,73.01587301587303,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Wall Sit com Inclinação de Tronco.gif
1335,Tríceps Francês,Tríceps Francês Em Pé,70.76923076923076,media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps Francês com Halteres.gif
1346,Agachamento,Salto Na Caixa Para Agachamento,75.60975609756098,media\exercicios\GIFS CROSSFIT\Salto na Caixa para Agachamento Pistola.gif
1349,Agachamento,Agachamento No Banco Com Peso,73.41772151898735,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Agachamento no Banco com Peso Corporal.gif
1353,Agachamento,Agachamento Dividido,68.96551724137932,media\exercicios\GIFS ACADEMIA\PERNAS\Agachamento Hack Invertido.gif
1358,Outros,Flexão De Braço Com Bola,74.07407407407408,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Braço no Bosu.gif
1359,Agachamento,Agachamento Com Elevação Dos,73.6842105263158,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Agachamento com Elevação dos Joelhos.gif
1361,Desenvolvimento,Desenvolvimento Militar Atrás Da Cabeça,78.50467289719626,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento militar atrás da cabeça com gymstick.gif
1362,Agachamento,Agachamento Com Chute Lateral E Toque,84.84848484848484,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Agachamento com Chute Lateral e Toque no Calcanhar.gif
1363,Outros,Elevação Com Giro Do Cotovelo Oposto Para O,86.0,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Elevação com Giro do Cotovelo Oposto para o Joelho.gif
1366,Outros,Nave Seal,56.25,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Nave Seal Burpee.gif
1368,Agachamento,Agachamento Com Faixa Elástica Em,87.05882352941177,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Agachamento com Faixa Elástica em Afundo.gif
1373,Outros,Salto Com Halteres,70.58823529411764,media\exercicios\GIFS ACADEMIA\BÍCEPS\Rosca Inversa com Halteres.gif
1375,Desenvolvimento,Desenvolvimento Lateral,69.33333333333334,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Desenvolvimento lateral com gymstick.gif
1376,Outros,Salto Em Uma Perna Para A,84.375,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Salto em Uma Perna para a Frente.gif
1379,Agachamento,Salto Em Agachamento Com Joelhos,72.72727272727273,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Salto em Agachamento com Joelhos Flexionados.gif
1380,Agachamento,Agachamento Búlgaro Com Peso,75.36231884057972,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Agachamento búlgaro com salto.gif
1381,Remada,Remada Unilateral,78.43137254901961,media\exercicios\GIFS ACADEMIA\COSTAS\Remada Unilateral com Barra.gif
1382,Tríceps,Extensão De Tríceps Com Faixas Elá,82.92682926829268,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de Tríceps com Faixas Elásticas.gif
1385,Outros,Cruzado,59.25925925925925,media\exercicios\GIFS ACADEMIA\BÍCEPS\Rosca no Cabo.gif
1386,Outros,Corda,69.56521739130434,media\exercicios\GIFS CROSSFIT\Pular Corda.gif
1391,Remada,Remada Com Banda De Resistência Curvada Para Deltoides,89.60000000000001,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Remada com banda de resistência curvada para deltoides posterior.gif
1392,Outros,Gancho,62.06896551724138,media\exercicios\GIFS ACADEMIA\TRÍCEPS\Tríceps no Banco.gif
1396,Tríceps,Extensão De Tríceps Com Elástico Na Posição,81.9047619047619,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Extensão de tríceps com elástico na posição horizontal.gif
1398,Outros,Cruz De Ferro,73.91304347826086,media\exercicios\GIFS CROSSFIT\Cruz de ferro com halteres.gif
1449,Outros,Flexão De Pernas Na Bola De Estabilidade,91.95402298850574,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Flexão de Pernas na Bola de Estabilidade.gif
1466,L Sit,Wall Sit,72.72727272727273,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Wall Sit.gif
1468,Outros,Subida No Step Com Elevação De Joelhos,91.56626506024097,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Subida no Step com Elevação de Joelhos.gif
1509,Elevação Lateral,Elevação Lateral Alternada Com Halteres,82.10526315789474,media\exercicios\GIFS ABDOMINAIS\Elevação Lateral Alternada com Halteres.gif
1547,Agachamento,Agachamento Com Sustentação E Elevação De Panturrilhas,90.0,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Agachamento com Sustentação e Elevação de Panturrilhas.gif
1567,V Up,V Up Com Bola De Estabilidade,85.71428571428572,media\exercicios\GIFS ABDOMINAIS\V-Up com Bola de Estabilidade.gif
1635,Outros,Superman,69.56521739130434,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Superman.gif
1698,Outros,Alongamento Do Peitoral Reverso,89.85507246376811,media\exercicios\GIFS CALISTENIA\Alongamento do peitoral reverso.gif
1707,Outros,Flexão De Joelhos,82.92682926829268,media\exercicios\GIFS CALISTENIA\Flexão de joelhos.gif
1710,Outros,Flexão De Pernas Com Toalha,88.52459016393442,media\exercicios\GIFS CALISTENIA\Flexão de pernas com toalha.gif
1716,Outros,Flexão De Parede,82.05128205128204,media\exercicios\GIFS CALISTENIA\Flexão de Parede.gif
1718,Outros,Flexão De Braço Na Parede Com Pegada Fechada,92.63157894736842,media\exercicios\GIFS CALISTENIA\Flexão de Braço na Parede com Pegada Fechada.gif
1720,Outros,Flexão De Braços Com Apoio Dos Joelhos Fechada,92.92929292929293,media\exercicios\GIFS CALISTENIA\Flexão de Braços com Apoio dos Joelhos Fechada.gif
1727,Outros,Flexão De Braço Declinada Com Bola De Estabilidade,93.45794392523365,media\exercicios\GIFS CALISTENIA\Flexão de Braço Declinada com Bola de Estabilidade.gif
1851,Alongamento,Alongamento Dos Isquiotibiais Em Pé,85.36585365853658,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Alongamento dos isquiotibiais em pé.gif
1874,Alongamento,Alongamento Do Peitoral Reverso,83.78378378378379,media\exercicios\GIFS CALISTENIA\Alongamento do peitoral reverso.gif
1880,Wall Sit,Wall Sit,64.0,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Wall Sit.gif
1930,Superman,Superman,64.0,media\exercicios\GIFS MOBILIDADE ALONGAMENTO LIBERAÇÃO\Superman.gif
1934,Step Up,Subida No Step Com Elevação De Joelhos,90.47619047619048,media\exercicios\GIFS TREINAMENTO FUNCIONAL\Subida no Step com Elevação de Joelhos.gif
